row_id,heart_disease_mortality_per_100k
-1.76096353658205,-1
-1.76040606475797,0
-1.75817617746166,0
-1.75706123381351,0
-1.75538881834127,0
-1.75483134651719,0
-1.75315893104496,0
-1.7520439873968,0
-1.75037157192457,1
-1.74981410010049,-1
-1.74925662827641,1
-1.74814168462826,1
-1.74758421280418,1
-1.74646926915602,0
-1.74591179733194,1
-1.74423938185971,-1
-1.74089455091524,0
-1.73977960726708,1
-1.73922213544301,0
-1.73754971997077,1
-1.73699224814669,1
-1.73587730449854,0
-1.73531983267446,0
-1.73476236085038,1
-1.7342048890263,0
-1.73253247355407,-1
-1.73197500172999,-1
-1.73086005808183,0
-1.7291876426096,0
-1.72863017078552,1
-1.72751522713737,0
-1.72528533984105,0
-1.72361292436882,1
-1.72194050889658,0
-1.72082556524843,0
-1.72026809342435,1
-1.71692326247988,-1
-1.71525084700765,1
-1.71302095971133,-1
-1.71246348788726,0
-1.7113485442391,1
-1.71079107241502,0
-1.71023360059094,-1
-1.70688876964647,1
-1.7063312978224,0
-1.70410141052608,0
-1.70242899505385,0
-1.70131405140569,0
-1.70075657958162,1
-1.69796922046123,-1
-1.69518186134083,0
-1.69462438951676,1
-1.69406691769268,0
-1.69295197404452,0
-1.69183703039637,-1
-1.68960714310005,-1
-1.68904967127598,0
-1.6884921994519,0
-1.68514736850743,0
-1.68458989668335,-1
-1.68403242485927,-1
-1.68291748121112,-1
-1.68236000938704,2
-1.6806875939148,0
-1.68013012209073,1
-1.67901517844257,1
-1.67622781932218,0
-1.67511287567402,1
-1.67344046020179,0
-1.67288298837771,0
-1.67232551655363,0
-1.67176804472955,-1
-1.67121057290548,-1
-1.67009562925732,-1
-1.66953815743324,0
-1.66842321378509,1
-1.66786574196101,-1
-1.66619332648877,1
-1.66507838284062,1
-1.66396343919246,0
-1.6628484955443,1
-1.66229102372023,-1
-1.66173355189615,0
-1.66061860824799,-1
-1.65950366459984,1
-1.65894619277576,1
-1.6578312491276,0
-1.65671630547944,0
-1.65615883365537,0
-1.65225653088682,0
-1.65114158723866,-1
-1.65002664359051,0
-1.64946917176643,0
-1.64891169994235,0
-1.64835422811827,0
-1.6477967562942,0
-1.64668181264604,-1
-1.64556686899788,-1
-1.64445192534973,1
-1.64389445352565,0
-1.64333698170157,0
-1.64222203805341,0
-1.63943467893302,1
-1.63831973528487,0
-1.63720479163671,-1
-1.6349749043404,-1
-1.63330248886816,0
-1.63274501704409,0
-1.6299576579237,-1
-1.62940018609962,-1
-1.62884271427554,1
-1.62772777062738,0
-1.6271702988033,0
-1.62549788333107,-1
-1.62438293968291,1
-1.62271052421068,-1
-1.6221530523866,-2
-1.62103810873845,-1
-1.62048063691437,1
-1.61825074961806,0
-1.61769327779398,-1
-1.61657833414582,1
-1.61602086232174,0
-1.61490591867359,1
-1.61379097502543,0
-1.61267603137727,-1
-1.61156108772912,0
-1.60988867225688,0
-1.60877372860873,0
-1.60821625678465,1
-1.60765878496057,0
-1.60542889766426,0
-1.60487142584018,2
-1.60319901036795,0
-1.60264153854387,-1
-1.60208406671979,0
-1.60041165124756,-1
-1.59985417942348,0
-1.5992967075994,-1
-1.59706682030309,-1
-1.59595187665493,1
-1.59483693300677,1
-1.5942794611827,0
-1.59372198935862,1
-1.59260704571046,-2
-1.59149210206231,-1
-1.59093463023823,0
-1.59037715841415,2
-1.58814727111784,1
-1.58758979929376,-1
-1.5864748556456,1
-1.58535991199745,-1
-1.58368749652521,1
-1.58313002470113,-1
-1.58257255287706,2
-1.58034266558074,-1
-1.57867025010851,0
-1.57811277828443,1
-1.57755530646035,1
-1.57699783463627,-1
-1.5764403628122,0
-1.57476794733996,2
-1.57421047551588,-1
-1.57309553186773,0
-1.57253806004365,-1
-1.57198058821957,1
-1.57142311639549,0
-1.56975070092326,0
-1.56807828545103,0
-1.56473345450656,0
-1.56194609538617,-1
-1.56138862356209,0
-1.56027367991393,1
-1.55804379261762,1
-1.55692884896946,0
-1.55637137714538,1
-1.5507966589046,0
-1.54912424343237,1
-1.54800929978421,-1
-1.54689435613606,0
-1.54633688431198,0
-1.5457794124879,-1
-1.54522194066382,-1
-1.54466446883974,-1
-1.54243458154343,0
-1.54187710971935,-1
-1.54131963789528,0
-1.5407621660712,1
-1.53964722242304,1
-1.53630239147857,0
-1.53574491965449,0
-1.53462997600634,1
-1.5329575605341,0
-1.53184261688595,0
-1.53128514506187,1
-1.52571042682109,-1
-1.52459548317293,-1
-1.52403801134885,1
-1.5229230677007,2
-1.52236559587662,1
-1.52180812405254,0
-1.52069318040439,0
-1.52013570858031,0
-1.51846329310807,0
-1.51567593398768,0
-1.51456099033953,0
-1.51400351851545,-1
-1.51344604669137,-1
-1.51288857486729,0
-1.51233110304321,1
-1.51121615939506,0
-1.51065868757098,0
-1.50954374392282,0
-1.50842880027467,-1
-1.50787132845059,0
-1.50285408203389,-1
-1.50173913838573,-1
-1.50062419473757,0
-1.49950925108942,0
-1.49672189196903,0
-1.49560694832087,-1
-1.49449200467271,2
-1.49337706102456,1
-1.49281958920048,2
-1.4922621173764,-1
-1.49170464555232,0
-1.49003223008009,-2
-1.48947475825601,-1
-1.48835981460786,1
-1.4872448709597,0
-1.48668739913562,0
-1.48501498366339,-1
-1.482227624543,-1
-1.48111268089484,0
-1.47888279359853,0
-1.47665290630221,0
-1.47609543447814,0
-1.47553796265406,0
-1.47498049082998,0
-1.47386554718182,-1
-1.47163565988551,1
-1.47107818806143,1
-1.47052071623736,1
-1.4694057725892,-1
-1.46884830076512,0
-1.46829082894104,0
-1.46717588529289,-1
-1.46606094164473,2
-1.4643885261725,1
-1.46383105434842,0
-1.46271611070026,-1
-1.46048622340395,1
-1.45937127975579,1
-1.45881380793172,0
-1.45825633610764,0
-1.45769886428356,0
-1.45714139245948,0
-1.4565839206354,0
-1.45491150516317,0
-1.45379656151501,0
-1.45100920239462,1
-1.44933678692239,1
-1.44822184327423,0
-1.44710689962607,1
-1.44487701232976,1
-1.44431954050568,0
-1.44264712503345,1
-1.44153218138529,0
-1.44097470956122,2
-1.43930229408898,-1
-1.43707240679267,0
-1.43651493496859,1
-1.43539999132043,-1
-1.43428504767228,1
-1.4337275758482,-1
-1.43317010402412,1
-1.43038274490373,1
-1.42926780125558,1
-1.42759538578334,0
-1.42703791395926,-1
-1.42592297031111,1
-1.42536549848703,0
-1.42480802666295,1
-1.42369308301479,0
-1.42313561119072,-1
-1.42257813936664,0
-1.42202066754256,-1
-1.42146319571848,1
-1.41867583659809,0
-1.41756089294994,0
-1.41700342112586,0
-1.41644594930178,2
-1.4158884774777,-1
-1.41198617470915,1
-1.41142870288508,1
-1.41031375923692,0
-1.40975628741284,1
-1.40808387194061,-1
-1.40752640011653,1
-1.40641145646837,1
-1.40418156917206,1
-1.40362409734798,1
-1.4030666255239,0
-1.40139421005167,0
-1.40083673822759,-1
-1.39860685093128,0
-1.39526201998681,1
-1.39470454816273,0
-1.39414707633865,0
-1.39358960451458,0
-1.3930321326905,0
-1.39247466086642,0
-1.39191718904234,1
-1.38968730174603,0
-1.3880148862738,0
-1.38745741444972,0
-1.38689994262564,1
-1.38355511168117,1
-1.38299763985709,-1
-1.38188269620894,1
-1.3802102807367,0
-1.37965280891262,0
-1.37909533708855,0
-1.37853786526447,-1
-1.37798039344039,-1
-1.37742292161631,0
-1.37630797796815,-1
-1.37575050614408,0
-1.37519303432,0
-1.37463556249592,1
-1.37352061884776,0
-1.37296314702369,1
-1.36906084425514,-1
-1.36794590060698,0
-1.36738842878291,0
-1.36683095695883,1
-1.36460106966251,0
-1.36348612601436,0
-1.36292865419028,-1
-1.3623711823662,0
-1.36181371054212,0
-1.36125623871805,-2
-1.36014129506989,-1
-1.35679646412542,0
-1.35456657682911,2
-1.35400910500503,0
-1.35289416135687,1
-1.3523366895328,1
-1.35177921770872,-1
-1.35010680223648,1
-1.34954933041241,1
-1.34787691494017,0
-1.34731944311609,1
-1.34676197129201,0
-1.34564702764386,-1
-1.3445320839957,-1
-1.34397461217162,-1
-1.34341714034755,0
-1.34285966852347,1
-1.339514837579,0
-1.33617000663453,1
-1.33561253481045,0
-1.3344975911623,1
-1.33394011933822,-1
-1.33226770386598,2
-1.33171023204191,-1
-1.33115276021783,0
-1.33003781656967,1
-1.32892287292152,-1
-1.32725045744928,1
-1.32613551380112,1
-1.32557804197705,0
-1.3216757392085,0
-1.32056079556034,0
-1.31777343643995,1
-1.31721596461587,0
-1.31554354914364,-1
-1.31498607731956,-1
-1.31442860549548,0
-1.31331366184733,1
-1.31108377455102,0
-1.30996883090286,0
-1.30941135907878,-1
-1.30718147178247,1
-1.30606652813431,-1
-1.30439411266208,0
-1.303836640838,0
-1.30216422536577,-1
-1.29993433806945,-1
-1.29937686624538,0
-1.29826192259722,0
-1.29714697894906,1
-1.29658950712498,-1
-1.29547456347683,0
-1.29491709165275,0
-1.29435961982867,0
-1.29380214800459,1
-1.29324467618052,1
-1.29045731706013,-1
-1.28934237341197,-1
-1.28878490158789,0
-1.2859975424675,1
-1.28488259881934,1
-1.28265271152303,1
-1.28153776787488,-1
-1.2809802960508,0
-1.27986535240264,-1
-1.27707799328225,-1
-1.27652052145817,-1
-1.27484810598594,0
-1.27429063416186,0
-1.27373316233778,1
-1.27206074686555,0
-1.268158444097,0
-1.26760097227292,1
-1.26648602862477,-1
-1.26592855680069,0
-1.26369866950438,0
-1.26258372585622,0
-1.26202625403214,-1
-1.25979636673583,0
-1.25868142308767,1
-1.25812395126359,-1
-1.25422164849505,1
-1.25366417667097,1
-1.25310670484689,1
-1.25254923302281,1
-1.2503193457265,0
-1.24976187390242,1
-1.24920440207835,1
-1.24808945843019,0
-1.24753198660611,0
-1.24697451478203,0
-1.2453020993098,1
-1.24474462748572,0
-1.24418715566164,-1
-1.24251474018941,-1
-1.24139979654125,0
-1.23972738106902,-1
-1.23861243742086,-1
-1.23471013465231,-1
-1.232480247356,-1
-1.23136530370785,-1
-1.23080783188377,2
-1.23025036005969,0
-1.22913541641153,0
-1.22857794458745,-1
-1.22634805729114,-1
-1.22579058546706,0
-1.22467564181891,1
-1.22411816999483,-1
-1.22077333905036,-1
-1.22021586722628,1
-1.21965839540221,0
-1.21910092357813,-1
-1.21854345175405,-1
-1.21798597992997,0
-1.21687103628181,0
-1.21575609263366,-1
-1.2146411489855,1
-1.21408367716142,1
-1.21352620533735,0
-1.21185378986511,-1
-1.21129631804103,-1
-1.20906643074472,1
-1.20739401527249,0
-1.20627907162433,1
-1.20516412797617,-1
-1.2046066561521,0
-1.20349171250394,0
-1.20237676885578,-1
-1.20126182520763,0
-1.20070435338355,1
-1.19735952243908,0
-1.196802050615,1
-1.19512963514277,0
-1.19457216331869,1
-1.19289974784646,0
-1.19234227602238,0
-1.18955491690199,0
-1.18899744507791,-1
-1.1867675577816,0
-1.18621008595752,1
-1.18509514230936,1
-1.18453767048528,0
-1.18342272683713,-1
-1.18119283954082,0
-1.1789629522445,1
-1.17784800859635,1
-1.17729053677227,-1
-1.17617559312411,0
-1.17561812130003,0
-1.17506064947596,-1
-1.17283076217964,1
-1.17115834670741,0
-1.17004340305925,-1
-1.1689284594111,-1
-1.16837098758702,0
-1.16781351576294,-1
-1.16725604393886,0
-1.16614110029071,0
-1.16391121299439,-1
-1.16335374117032,-1
-1.16279626934624,0
-1.16000891022585,0
-1.15945143840177,-1
-1.15777902292953,0
-1.15666407928138,1
-1.15554913563322,1
-1.15443419198507,0
-1.15387672016099,1
-1.15220430468875,1
-1.1510893610406,0
-1.15053188921652,-1
-1.14885947374428,0
-1.14774453009613,1
-1.14718705827205,2
-1.14662958644797,0
-1.14439969915166,0
-1.1432847555035,-1
-1.14272728367943,0
-1.14161234003127,1
-1.13938245273496,0
-1.1382675090868,1
-1.13771003726272,0
-1.13715256543864,-1
-1.13659509361457,1
-1.13436520631825,-1
-1.13157784719786,0
-1.13102037537379,0
-1.13046290354971,0
-1.12990543172563,-1
-1.12934795990155,-1
-1.12823301625339,0
-1.125445657133,-1
-1.12488818530893,0
-1.12321576983669,-1
-1.12154335436446,0
-1.1204284107163,0
-1.11875599524407,-1
-1.1154111642996,0
-1.11318127700329,1
-1.11150886153105,-1
-1.10983644605882,0
-1.10927897423474,0
-1.10872150241066,1
-1.10816403058658,1
-1.1076065587625,0
-1.10649161511435,-1
-1.10426172781804,1
-1.10314678416988,-1
-1.10203184052172,2
-1.10147436869765,-1
-1.10091689687357,0
-1.10035942504949,1
-1.09924448140133,1
-1.09868700957725,-1
-1.09701459410502,0
-1.09534217863279,0
-1.09422723498463,-1
-1.0925548195124,0
-1.09199734768832,-1
-1.08976746039201,-1
-1.08809504491977,-1
-1.08698010127161,-1
-1.08642262944754,-1
-1.0847502139753,2
-1.08419274215122,-1
-1.08307779850307,0
-1.08252032667899,-1
-1.07917549573452,1
-1.07806055208636,0
-1.07583066479005,2
-1.07527319296597,-1
-1.0747157211419,0
-1.07360077749374,1
-1.07304330566966,1
-1.07248583384558,2
-1.07192836202151,-1
-1.07137089019743,-1
-1.06969847472519,-1
-1.06914100290112,0
-1.06746858742888,0
-1.0669111156048,-1
-1.06412375648441,0
-1.06356628466033,0
-1.06300881283626,-1
-1.0618938691881,1
-1.06022145371587,0
-1.05966398189179,0
-1.05910651006771,0
-1.05520420729916,0
-1.05464673547508,1
-1.05353179182693,0
-1.05297432000285,0
-1.05074443270654,1
-1.05018696088246,0
-1.04962948905838,0
-1.0490720172343,1
-1.04795707358615,0
-1.04739960176207,1
-1.04572718628983,-1
-1.04461224264168,-1
-1.04293982716944,0
-1.04238235534537,2
-1.04182488352129,-1
-1.04015246804905,-1
-1.03959499622498,1
-1.03680763710458,0
-1.03569269345643,1
-1.03513522163235,0
-1.03457774980827,1
-1.03402027798419,0
-1.03346280616012,0
-1.0312329188638,-1
-1.03067544703973,0
-1.03011797521565,-1
-1.02956050339157,0
-1.02900303156749,0
-1.02565820062302,1
-1.02454325697487,0
-1.02342831332671,2
-1.02175589785448,-1
-1.0211984260304,0
-1.02064095420632,-1
-1.01896853873408,1
-1.01841106691001,-1
-1.01618117961369,0
-1.01562370778962,-1
-1.01450876414146,1
-1.0133938204933,-1
-1.01227887684515,0
-1.01004898954884,-1
-1.00949151772476,0
-1.0083765740766,-1
-1.00614668678029,-1
-1.00224438401174,0
-1.00112944036359,-1
-1.00001449671543,1
-0.999457024891351,0
-0.998342081243195,1
-0.997784609419117,0
-0.997227137595039,-1
-0.995554722122804,0
-0.994997250298726,1
-0.994439778474648,0
-0.99388230665057,1
-0.992767363002414,0
-0.992209891178336,0
-0.991652419354258,2
-0.990537475706101,0
-0.987750116585711,0
-0.986077701113476,0
-0.985520229289398,0
-0.983290341993086,0
-0.982732870169008,-1
-0.98217539834493,2
-0.981617926520851,1
-0.981060454696773,2
-0.980502982872695,1
-0.979388039224539,2
-0.978273095576383,-1
-0.976600680104148,1
-0.975485736455992,0
-0.974928264631914,-1
-0.97325584915968,0
-0.972698377335602,1
-0.971583433687445,-1
-0.971025961863367,0
-0.968796074567055,-1
-0.963221356326274,2
-0.962663884502196,-1
-0.962106412678118,-1
-0.959876525381805,1
-0.958761581733649,-1
-0.958204109909571,0
-0.956531694437336,-1
-0.955974222613258,0
-0.95541675078918,-1
-0.953186863492868,0
-0.952071919844712,1
-0.949284560724321,0
-0.947054673428009,0
-0.945939729779852,0
-0.94370984248354,-1
-0.942594898835384,0
-0.942037427011306,0
-0.940922483363149,-1
-0.939250067890915,0
-0.938692596066837,1
-0.937577652418681,1
-0.937020180594603,0
-0.936462708770524,0
-0.935905236946446,-1
-0.933675349650134,-1
-0.9320029341779,0
-0.931445462353821,1
-0.930887990529743,-1
-0.929773046881587,1
-0.928100631409353,1
-0.927543159585275,-1
-0.926985687761196,2
-0.926428215937118,0
-0.924755800464884,0
-0.924198328640806,2
-0.922525913168572,0
-0.921968441344494,-1
-0.921410969520415,-1
-0.920296025872259,1
-0.918623610400025,0
-0.918066138575947,1
-0.917508666751869,0
-0.915836251279634,1
-0.913606363983322,1
-0.911376476687009,-1
-0.910261533038853,-1
-0.909704061214775,0
-0.909146589390697,-1
-0.908589117566619,1
-0.906916702094384,-1
-0.906359230270306,1
-0.90524428662215,0
-0.904686814798072,0
-0.904129342973994,0
-0.903571871149916,0
-0.901899455677681,-1
-0.899112096557291,-1
-0.898554624733213,0
-0.897439681085057,0
-0.894094850140588,-1
-0.891864962844276,0
-0.891307491020197,0
-0.890192547372041,-1
-0.889077603723885,0
-0.888520131899807,-1
-0.886847716427572,0
-0.885175300955338,-1
-0.884060357307182,-1
-0.883502885483104,0
-0.882945413659026,0
-0.882387941834948,0
-0.881830470010869,1
-0.879600582714557,1
-0.876813223594166,0
-0.874583336297854,0
-0.870681033529307,-1
-0.869008618057073,-1
-0.868451146232995,1
-0.867893674408917,1
-0.867336202584839,-1
-0.866778730760761,-1
-0.866221258936682,0
-0.865106315288526,1
-0.863433899816292,1
-0.862318956168136,0
-0.861761484344057,0
-0.861204012519979,-1
-0.860646540695901,0
-0.860089068871823,-1
-0.859531597047745,2
-0.858416653399589,-1
-0.857859181575511,2
-0.857301709751433,0
-0.856744237927354,-1
-0.855629294279198,0
-0.85507182245512,1
-0.854514350631042,0
-0.851726991510651,0
-0.851169519686573,1
-0.850612047862495,0
-0.850054576038417,0
-0.849497104214339,-1
-0.845594801445792,0
-0.845037329621714,-1
-0.843922385973558,-1
-0.842249970501324,0
-0.841692498677245,0
-0.841135026853167,0
-0.840577555029089,0
-0.840020083205011,1
-0.838905139556855,0
-0.838347667732777,-1
-0.837232724084621,-1
-0.836117780436464,1
-0.835560308612386,-1
-0.835002836788308,1
-0.83444536496423,0
-0.833887893140152,-1
-0.832215477667917,0
-0.831658005843839,1
-0.831100534019761,0
-0.830543062195683,0
-0.829985590371605,-1
-0.829428118547527,-1
-0.828870646723449,1
