row_id,heart_disease_mortality_per_100k
2,207
3,273
7,268
9,287
12,313
13,303
16,247
18,272
21,309
22,210
23,334
25,332
26,355
28,265
29,348
32,255
38,297
40,331
41,240
44,326
45,321
47,274
48,259
49,339
50,282
53,246
54,253
56,265
59,249
60,299
62,258
66,250
69,340
72,246
74,272
75,340
81,225
84,310
88,221
89,224
91,340
92,256
93,253
99,344
100,262
104,313
107,255
109,309
110,359
115,229
120,287
121,331
122,294
124,259
126,225
130,229
131,283
132,267
138,325
139,216
140,252
142,252
143,364
146,289
147,323
149,329
154,240
156,337
159,251
160,272
161,242
162,223
163,233
165,240
166,295
168,324
169,230
172,340
174,314
176,263
178,303
179,219
180,296
182,216
184,356
185,324
187,284
189,220
190,282
197,283
199,227
201,269
202,252
203,268
204,266
205,259
207,252
209,253
211,317
212,299
213,288
215,272
220,326
222,309
224,215
228,245
231,293
232,289
237,233
238,256
239,331
241,265
242,271
245,247
247,312
250,211
251,205
253,258
254,308
258,288
259,210
261,318
262,309
264,345
266,279
268,228
270,259
273,288
275,285
276,360
277,263
281,292
282,355
285,274
286,220
287,230
290,194
291,261
292,247
296,232
298,332
300,341
301,286
302,309
304,219
306,211
307,229
308,369
312,321
313,224
315,320
317,239
320,329
321,202
322,350
326,228
329,268
330,308
331,287
332,232
333,327
336,317
337,248
339,264
340,208
341,293
342,257
345,267
348,248
354,279
359,228
360,265
362,341
366,326
368,296
369,317
379,276
382,332
384,231
386,252
387,253
388,274
389,240
390,236
394,247
395,225
396,247
397,314
399,345
405,255
406,282
408,361
411,308
413,302
414,339
424,238
426,232
427,340
429,353
430,345
431,306
433,262
434,275
437,323
442,281
444,246
445,239
446,228
447,262
448,337
450,262
451,308
453,291
455,277
456,248
465,242
467,258
469,292
471,290
476,315
478,207
480,371
482,299
483,358
484,216
485,302
488,181
489,201
491,334
493,284
494,274
497,242
502,238
504,276
508,263
512,265
513,270
514,309
515,294
517,246
521,285
522,314
523,335
525,236
526,271
527,255
529,239
531,377
534,283
535,270
537,238
541,338
543,329
544,270
545,252
546,257
547,286
548,286
551,262
553,256
558,301
561,351
563,300
565,311
569,331
570,301
573,343
575,260
576,351
579,266
583,269
584,303
586,256
588,334
589,198
590,341
595,303
597,313
600,235
601,230
603,356
604,304
605,314
607,308
608,261
609,291
610,245
611,325
616,321
618,244
619,257
620,356
621,241
628,328
629,336
631,258
632,348
635,212
636,306
638,324
642,301
643,314
644,308
647,294
648,231
652,299
658,335
659,255
660,266
661,285
662,252
663,320
664,352
668,263
671,232
672,280
673,347
679,293
680,245
682,320
685,269
686,284
687,282
688,220
689,233
690,273
692,220
693,255
694,257
695,343
697,289
698,331
705,241
707,306
708,268
709,310
713,294
715,287
716,238
717,263
718,282
719,188
721,261
727,275
731,357
732,288
734,313
735,364
736,221
739,273
740,344
743,237
744,336
745,247
747,242
749,251
750,198
751,255
752,294
758,299
764,338
765,270
767,332
768,214
771,364
772,223
773,250
775,317
777,193
780,328
782,323
783,304
790,288
792,248
797,336
798,267
801,217
802,235
803,279
805,306
809,291
811,301
812,224
816,331
818,249
821,294
822,214
825,204
829,227
830,235
832,270
834,310
835,239
837,300
838,311
839,288
840,335
841,314
846,210
848,243
849,278
854,311
856,336
860,308
862,222
863,251
865,247
870,240
871,239
874,300
875,280
876,281
879,303
886,250
887,315
889,253
890,269
894,267
896,271
897,231
901,243
903,328
904,221
911,288
912,361
913,338
914,340
918,283
919,332
920,333
922,247
923,317
924,302
927,319
928,255
929,219
932,221
934,246
937,212
939,223
946,237
950,257
952,221
953,354
954,250
956,282
957,204
961,254
962,267
964,335
965,275
971,260
972,334
973,303
974,239
975,249
976,289
978,234
980,218
982,361
983,334
984,304
987,238
988,240
992,340
995,286
997,343
999,221
1000,302
1002,290
1004,234
1006,280
1007,332
1013,233
1014,344
1017,251
1018,341
1021,274
1022,302
1027,273
1028,221
1032,267
1033,296
1035,281
1036,312
1038,226
1042,255
1046,323
1048,340
1049,235
1051,248
1052,308
1053,204
1057,351
1060,284
1062,210
1064,250
1065,269
1066,243
1067,303
1069,251
1073,195
1074,221
1075,243
1080,250
1081,235
1084,247
1086,329
1088,334
1090,275
1091,341
1094,292
1096,249
1097,242
1100,296
1102,319
1103,361
1104,267
1108,313
1110,265
1111,316
1113,290
1117,266
1119,314
1120,280
1121,221
1122,314
1126,246
1131,283
1132,262
1133,280
1134,230
1135,241
1137,268
1142,260
1143,263
1146,227
1149,312
1151,261
1154,243
1160,279
1164,356
1167,232
1170,261
1171,303
1172,338
1173,315
1174,248
1176,241
1180,312
1182,201
1184,375
1185,248
1186,266
1187,311
1189,339
1190,231
1193,308
1196,273
1198,223
1201,259
1202,250
1206,209
1209,253
1211,263
1212,242
1215,358
1216,241
1218,311
1219,247
1225,307
1227,265
1231,372
1232,221
1233,288
1235,347
1236,346
1237,347
1238,245
1239,266
1242,211
1243,302
1246,321
1247,223
1252,305
1253,304
1254,229
1256,330
1259,277
1260,250
1261,300
1268,258
1269,338
1271,311
1272,252
1276,299
1277,272
1278,297
1279,294
1281,232
1282,280
1285,204
1287,254
1290,254
1291,361
1292,241
1295,234
1296,299
1301,253
1303,353
1304,261
1305,341
1306,247
1307,248
1311,193
1312,266
1313,252
1314,256
1315,259
1321,312
1323,320
1325,349
1328,208
1329,264
1330,252
1333,347
1334,261
1338,265
1339,245
1341,342
1343,222
1345,279
1349,246
1350,262
1352,253
1356,199
1363,285
1365,244
1367,324
1368,287
1370,326
1371,270
1372,217
1375,268
1376,314
1377,297
1378,321
1380,286
1381,276
1382,362
1384,281
1389,255
1392,274
1393,271
1397,272
1398,252
