row_id,heart_disease_mortality_per_100k
2,189
3,288
7,275
9,296
12,307
13,278
16,249
18,244
21,305
22,204
23,345
25,327
26,365
28,246
29,315
32,260
38,290
40,345
41,236
44,323
45,301
47,271
48,233
49,328
50,290
53,255
54,227
56,263
59,256
60,283
62,235
66,233
69,345
72,216
74,256
75,415
81,227
84,307
88,193
89,226
91,311
92,263
93,245
99,351
100,269
104,295
107,262
109,320
110,377
115,214
120,288
121,313
122,291
124,267
126,211
130,228
131,217
132,301
138,307
139,216
140,258
142,255
143,402
146,322
147,344
149,336
154,247
156,330
159,245
160,280
161,233
162,222
163,223
165,247
166,252
168,325
169,220
172,329
174,306
176,272
178,319
179,215
180,322
182,178
184,336
185,345
187,267
189,236
190,241
197,303
199,210
201,274
202,257
203,249
204,258
205,266
207,242
209,253
211,332
212,306
213,327
215,268
220,327
222,317
224,205
228,248
231,309
232,334
237,226
238,220
239,305
241,276
242,243
245,240
247,313
250,218
251,190
253,260
254,301
258,273
259,214
261,319
262,304
264,378
266,288
268,227
270,278
273,295
275,291
276,370
277,263
281,295
282,365
285,284
286,205
287,213
290,193
291,241
292,249
296,224
298,354
300,358
301,330
302,301
304,200
306,228
307,236
308,344
312,359
313,232
315,324
317,231
320,337
321,212
322,369
326,236
329,282
330,313
331,304
332,213
333,301
336,387
337,248
339,262
340,218
341,285
342,269
345,275
348,247
354,261
359,217
360,260
362,327
366,341
368,295
369,328
379,293
382,354
384,207
386,244
387,266
388,268
389,239
390,241
394,247
395,218
396,249
397,306
399,363
405,255
406,286
408,360
411,308
413,282
414,344
424,224
426,242
427,331
429,383
430,371
431,305
433,248
434,263
437,330
442,277
444,266
445,244
446,198
447,266
448,352
450,258
451,323
453,271
455,218
456,240
465,225
467,253
469,253
471,295
476,299
478,198
480,344
482,313
483,351
484,224
485,330
488,156
489,192
491,317
493,310
494,254
497,226
502,252
504,287
508,259
512,275
513,302
514,335
515,286
517,248
521,334
522,323
523,330
525,241
526,266
527,253
529,252
531,373
534,304
535,254
537,253
541,318
543,304
544,250
545,245
546,288
547,305
548,279
551,230
553,277
558,307
561,333
563,276
565,321
569,339
570,294
573,357
575,253
576,363
579,205
583,262
584,340
586,249
588,346
589,190
590,357
595,315
597,291
600,228
601,211
603,367
604,285
605,304
607,309
608,256
609,315
610,247
611,362
616,313
618,234
619,256
620,366
621,244
628,353
629,354
631,291
632,353
635,199
636,308
638,302
642,305
643,330
644,283
647,279
648,206
652,284
658,353
659,264
660,263
661,282
662,272
663,322
664,314
668,301
671,218
672,274
673,347
679,292
680,248
682,343
685,268
686,298
687,265
688,201
689,216
690,289
692,217
693,244
694,253
695,344
697,298
698,303
705,228
707,288
708,257
709,354
713,289
715,270
716,217
717,292
718,281
719,192
721,246
727,258
731,367
732,285
734,305
735,333
736,206
739,274
740,347
743,252
744,350
745,257
747,233
749,252
750,189
751,263
752,306
758,326
764,329
765,265
767,349
768,212
771,388
772,226
773,249
775,328
777,198
780,352
782,336
783,294
790,282
792,243
797,346
798,278
801,212
802,242
803,288
805,325
809,292
811,293
812,219
816,370
818,241
821,276
822,225
825,204
829,229
830,230
832,244
834,300
835,245
837,288
838,316
839,276
840,330
841,315
846,211
848,221
849,276
854,302
856,355
860,341
862,204
863,256
865,251
870,247
871,247
874,279
875,271
876,303
879,325
886,242
887,313
889,240
890,268
894,289
896,262
897,225
901,234
903,286
904,187
911,349
912,373
913,342
914,347
918,299
919,329
920,336
922,205
923,306
924,292
927,333
928,247
929,218
932,213
934,234
937,208
939,209
946,240
950,255
952,218
953,376
954,256
956,283
957,221
961,241
962,270
964,345
965,276
971,231
972,339
973,296
974,237
975,261
976,299
978,235
980,216
982,324
983,330
984,339
987,234
988,236
992,394
995,316
997,336
999,207
1000,305
1002,279
1004,220
1006,277
1007,339
1013,235
1014,344
1017,248
1018,319
1021,266
1022,284
1027,273
1028,215
1032,274
1033,294
1035,281
1036,285
1038,217
1042,251
1046,338
1048,386
1049,228
1051,253
1052,289
1053,203
1057,350
1060,288
1062,219
1064,241
1065,271
1066,232
1067,305
1069,242
1073,196
1074,203
1075,239
1080,274
1081,209
1084,269
1086,348
1088,319
1090,252
1091,392
1094,310
1096,277
1097,224
1100,292
1102,299
1103,365
1104,284
1108,299
1110,269
1111,318
1113,298
1117,257
1119,333
1120,283
1121,219
1122,327
1126,175
1131,301
1132,259
1133,289
1134,230
1135,235
1137,290
1142,212
1143,278
1146,213
1149,299
1151,247
1154,240
1160,260
1164,361
1167,207
1170,285
1171,316
1172,340
1173,315
1174,237
1176,238
1180,320
1182,185
1184,367
1185,239
1186,270
1187,311
1189,360
1190,229
1193,316
1196,293
1198,213
1201,263
1202,254
1206,212
1209,239
1211,237
1212,233
1215,362
1216,235
1218,330
1219,253
1225,304
1227,278
1231,366
1232,212
1233,294
1235,365
1236,388
1237,399
1238,255
1239,262
1242,202
1243,286
1246,312
1247,207
1252,335
1253,290
1254,229
1256,301
1259,282
1260,245
1261,283
1268,261
1269,334
1271,311
1272,248
1276,306
1277,280
1278,304
1279,315
1281,235
1282,305
1285,208
1287,260
1290,258
1291,367
1292,244
1295,224
1296,343
1301,268
1303,348
1304,260
1305,330
1306,242
1307,263
1311,180
1312,249
1313,254
1314,263
1315,268
1321,316
1323,291
1325,377
1328,202
1329,270
1330,261
1333,327
1334,259
1338,257
1339,228
1341,351
1343,217
1345,275
1349,227
1350,260
1352,254
1356,202
1363,234
1365,205
1367,338
1368,271
1370,330
1371,259
1372,189
1375,254
1376,276
1377,286
1378,328
