row_id,heart_disease_mortality_per_100k
2,209
3,275
7,274
9,292
12,308
13,285
16,250
18,267
21,307
22,210
23,334
25,333
26,353
28,261
29,316
32,257
38,285
40,335
41,237
44,331
45,315
47,264
48,251
49,340
50,281
53,243
54,245
56,256
59,246
60,291
62,252
66,251
69,334
72,246
74,266
75,358
81,225
84,310
88,214
89,232
91,326
92,244
93,254
99,348
100,256
104,313
107,258
109,315
110,359
115,231
120,297
121,339
122,291
124,260
126,227
130,228
131,265
132,288
138,309
139,217
140,250
142,254
143,380
146,305
147,317
149,334
154,256
156,340
159,248
160,269
161,236
162,222
163,222
165,253
166,286
168,333
169,232
172,334
174,314
176,268
178,311
179,216
180,309
182,210
184,357
185,335
187,280
189,216
190,264
197,294
199,223
201,269
202,251
203,270
204,260
205,257
207,257
209,248
211,313
212,303
213,302
215,270
220,323
222,313
224,207
228,247
231,300
232,308
237,231
238,241
239,314
241,281
242,265
245,250
247,322
250,203
251,203
253,256
254,304
258,284
259,211
261,303
262,295
264,356
266,281
268,227
270,275
273,285
275,282
276,358
277,257
281,293
282,357
285,267
286,219
287,224
290,195
291,256
292,244
296,230
298,343
300,342
301,305
302,317
304,210
306,220
307,245
308,350
312,345
313,235
315,321
317,238
320,346
321,217
322,353
326,238
329,276
330,308
331,294
332,225
333,314
336,362
337,240
339,269
340,220
341,294
342,271
345,262
348,250
354,267
359,223
360,254
362,342
366,330
368,292
369,321
379,271
382,349
384,224
386,248
387,248
388,269
389,255
390,243
394,252
395,215
396,258
397,318
399,345
405,259
406,281
408,364
411,304
413,284
414,350
424,236
426,225
427,344
429,370
430,341
431,302
433,251
434,273
437,328
442,274
444,251
445,243
446,222
447,273
448,333
450,251
451,311
453,284
455,251
456,253
465,230
467,256
469,278
471,290
476,311
478,205
480,381
482,308
483,355
484,209
485,295
488,177
489,214
491,332
493,281
494,286
497,233
502,234
504,287
508,255
512,277
513,276
514,305
515,281
517,243
521,314
522,317
523,329
525,241
526,268
527,244
529,253
531,380
534,284
535,261
537,244
541,336
543,339
544,265
545,246
546,275
547,290
548,296
551,254
553,268
558,298
561,337
563,281
565,326
569,339
570,299
573,347
575,238
576,363
579,257
583,277
584,317
586,248
588,340
589,202
590,349
595,314
597,298
600,233
601,221
603,360
604,300
605,296
607,308
608,258
609,310
610,247
611,326
616,324
618,246
619,255
620,370
621,247
628,343
