row_id,heart_disease_mortality_per_100k
2,197
3,279
7,280
9,291
12,291
13,293
16,249
18,254
21,311
22,202
23,348
25,328
26,373
28,242
29,312
32,257
38,286
40,339
41,231
44,319
45,316
47,257
48,259
49,338
50,281
53,237
54,237
56,258
59,238
60,289
62,243
66,233
69,356
72,240
74,242
75,395
81,228
84,312
88,191
89,212
91,334
92,260
93,252
99,351
100,256
104,296
107,246
109,320
110,362
115,206
120,303
121,324
122,277
124,274
126,228
130,231
131,235
132,295
138,285
139,210
140,237
142,252
143,389
146,298
147,346
149,353
154,265
156,362
159,247
160,288
161,233
162,229
163,223
165,254
166,267
168,333
169,226
172,339
174,319
176,282
178,325
179,208
180,333
182,172
184,330
185,333
187,257
189,243
190,245
197,291
199,202
201,269
202,247
203,247
204,253
205,256
207,251
209,259
211,313
212,314
213,314
215,272
220,328
222,303
224,206
228,245
231,302
232,304
237,226
238,222
239,325
241,266
242,255
245,243
247,315
250,218
251,189
253,236
254,314
258,276
259,225
261,311
262,301
264,356
266,281
268,228
270,294
273,300
275,270
276,360
277,271
281,295
282,357
285,276
286,205
287,206
290,185
291,234
292,271
296,231
298,349
300,357
301,317
302,313
304,187
306,235
307,247
308,353
312,339
313,226
315,349
317,229
320,357
321,224
322,351
326,228
329,280
330,306
331,303
332,236
333,316
336,408
337,242
339,257
340,226
341,301
342,276
345,277
348,256
354,265
359,203
360,259
362,331
366,344
368,294
369,328
379,294
382,356
384,203
386,238
387,260
388,269
389,229
390,232
394,258
395,222
396,259
397,303
399,361
405,264
406,283
408,330
411,300
413,289
414,333
424,233
426,247
427,337
429,370
430,323
431,319
433,246
434,263
437,320
442,275
444,264
445,248
446,213
447,274
448,344
450,253
451,313
453,271
455,228
456,231
465,217
467,250
469,246
471,298
476,300
478,218
480,375
482,317
483,327
484,215
485,323
488,173
489,193
491,304
493,291
494,261
497,228
502,240
504,269
508,240
512,271
513,303
514,318
515,296
517,246
521,319
522,328
523,330
525,233
526,274
527,247
529,243
531,367
534,298
535,256
537,250
541,325
543,303
544,271
545,258
546,277
547,302
548,267
551,233
553,273
558,312
561,337
563,274
565,325
569,345
570,291
573,378
575,306
576,389
579,210
583,272
584,325
586,248
588,336
589,194
590,340
595,310
597,298
600,225
601,213
603,377
604,281
605,287
607,309
608,258
609,304
610,246
611,347
616,323
618,233
619,266
620,374
621,242
628,358
629,352
631,284
632,355
635,199
636,313
638,303
642,301
643,321
644,282
647,281
648,206
652,291
658,342
659,271
660,270
661,281
662,261
663,318
664,308
668,287
671,275
672,277
673,331
679,288
680,267
682,353
685,279
686,294
687,251
688,205
689,219
690,273
692,224
693,226
694,246
695,345
697,292
698,310
705,220
707,288
708,249
709,343
713,289
715,266
716,211
717,283
718,291
719,174
721,242
727,260
731,362
732,268
734,317
735,338
736,234
739,276
740,354
743,256
744,363
745,254
747,238
749,220
750,187
751,257
752,327
758,314
764,351
765,275
767,336
768,216
771,388
772,218
773,245
775,316
777,195
780,365
782,314
783,303
790,290
792,241
797,348
798,276
801,224
